nombre,sector,ciudad,telefono,address,rating,reviews,website,maps_url,wa_link,wa_mensaje,estado,notas,fecha_contacto
Sublime - Centro de estética avanzada en Santander,estética,Santander,605 69 54 35,"C. San Pedro del Mar, 6, bajo, 39012 Santander, Cantabria, España",4.9,121,https://esteticasublime.es/,https://maps.google.com/?cid=13125996806441798999,https://wa.me/34605695435?text=Hola%20Sublime%20-%20Centro%20de%20est%C3%A9tica%20avanzada%20en%20Santander%20%F0%9F%91%8B%20Vi%20vuestro%20centro%20en%20Santander.%20Trabajo%20con%20centros%20de%20est%C3%A9tica%20para%20automatizar%20las%20reservas%20telef%C3%B3nicas%20con%20IA%20%E2%80%94%20sin%20perder%20una%20llamada%20aunque%20est%C3%A9is%20atendiendo.%20%C2%BFTe%20cuento%3F,Hola Sublime - Centro de estética avanzada en Santander 👋 Vi vuestro centro en Santander. Trabajo con centros de estética para automatizar las reservas telefónicas con IA — sin perder una llamada aunque estéis atendiendo. ¿Te cuento?,,,
Fitness Park Santander - El Alisal,gimnasio,Santander,685 31 52 40,"C/ Joaquín Rodrigo, 2, 39011 Santander, Cantabria, España",4.8,825,https://www.fitnesspark.es/club/santander-el-alisal/?utm_medium=Local_Inventory&utm_source=GMB&utm_campaign=Santander-El-Alisal&utm_content=Yext,https://maps.google.com/?cid=14598256847127605625,https://wa.me/34685315240?text=Hola%20Fitness%20Park%20Santander%20-%20El%20Alisal%20%F0%9F%91%8B%20Vi%20vuestro%20gimnasio%20en%20Santander.%20Ofrezco%20una%20IA%20que%20atiende%20llamadas%2024h%3A%20altas%2C%20horarios%2C%20clases.%20Los%20clientes%20llaman%20cuando%20quieren%2C%20vosotros%20no%20perd%C3%A9is%20ninguna%20alta.%20%C2%BFTe%20cuento%20en%205%20min%3F,"Hola Fitness Park Santander - El Alisal 👋 Vi vuestro gimnasio en Santander. Ofrezco una IA que atiende llamadas 24h: altas, horarios, clases. Los clientes llaman cuando quieren, vosotros no perdéis ninguna alta. ¿Te cuento en 5 min?",,,
Move&Go Santander,gimnasio,Santander,942 39 15 35,"C. Autonomía, 2, 39012 Santander, Cantabria, España",4.2,325,https://www.moveandgo.es/,https://maps.google.com/?cid=324817934044125911,https://wa.me/34942391535?text=Hola%20Move%26Go%20Santander%20%F0%9F%91%8B%20Vi%20vuestro%20gimnasio%20en%20Santander.%20Ofrezco%20una%20IA%20que%20atiende%20llamadas%2024h%3A%20altas%2C%20horarios%2C%20clases.%20Los%20clientes%20llaman%20cuando%20quieren%2C%20vosotros%20no%20perd%C3%A9is%20ninguna%20alta.%20%C2%BFTe%20cuento%20en%205%20min%3F,"Hola Move&Go Santander 👋 Vi vuestro gimnasio en Santander. Ofrezco una IA que atiende llamadas 24h: altas, horarios, clases. Los clientes llaman cuando quieren, vosotros no perdéis ninguna alta. ¿Te cuento en 5 min?",,,
Different Fitness,gimnasio,Santander,722 29 75 32,"C. Laredo, 15, Bajo, 39003 Santander, Cantabria, España",4.8,82,https://www.differentfitness.fit/,https://maps.google.com/?cid=13700319137022558338,https://wa.me/34722297532?text=Hola%20Different%20Fitness%20%F0%9F%91%8B%20Vi%20vuestro%20gimnasio%20en%20Santander.%20Ofrezco%20una%20IA%20que%20atiende%20llamadas%2024h%3A%20altas%2C%20horarios%2C%20clases.%20Los%20clientes%20llaman%20cuando%20quieren%2C%20vosotros%20no%20perd%C3%A9is%20ninguna%20alta.%20%C2%BFTe%20cuento%20en%205%20min%3F,"Hola Different Fitness 👋 Vi vuestro gimnasio en Santander. Ofrezco una IA que atiende llamadas 24h: altas, horarios, clases. Los clientes llaman cuando quieren, vosotros no perdéis ninguna alta. ¿Te cuento en 5 min?",,,
imaGym Santander |Centro,gimnasio,Santander,,"C. Narciso Cuevas, 4, 39012 Santander, Cantabria, España",4.7,471,https://imagym.es/gimnasios/santander-centro/,https://maps.google.com/?cid=2771319419321635218,,(sin teléfono — buscar manualmente),,,
DUIN Marisma,gimnasio,Santander,942 03 70 41,"Av. del Stadium, 17, 39005 Santander, Cantabria, España",4.2,971,https://www.duinclub.com/club/gimnasio-duin-marisma-santander/,https://maps.google.com/?cid=15202938928123658863,https://wa.me/34942037041?text=Hola%20DUIN%20Marisma%20%F0%9F%91%8B%20Vi%20vuestro%20gimnasio%20en%20Santander.%20Ofrezco%20una%20IA%20que%20atiende%20llamadas%2024h%3A%20altas%2C%20horarios%2C%20clases.%20Los%20clientes%20llaman%20cuando%20quieren%2C%20vosotros%20no%20perd%C3%A9is%20ninguna%20alta.%20%C2%BFTe%20cuento%20en%205%20min%3F,"Hola DUIN Marisma 👋 Vi vuestro gimnasio en Santander. Ofrezco una IA que atiende llamadas 24h: altas, horarios, clases. Los clientes llaman cuando quieren, vosotros no perdéis ninguna alta. ¿Te cuento en 5 min?",,,
Academia GB Santander - Centro de oposiciones y clases particulares en Santander,academia,Santander,654 81 29 14,"C. Aviador Juan Ignacio Pombo, 1, 39012 Santander, Cantabria, España",4.8,89,http://www.gbacademiasantander.com/,https://maps.google.com/?cid=9969367841884992748,https://wa.me/34654812914?text=Hola%20Academia%20GB%20Santander%20-%20Centro%20de%20oposiciones%20y%20clases%20particulares%20en%20Santander%20%F0%9F%91%8B%20Vi%20vuestra%20academia%20en%20Santander.%20Tengo%20una%20IA%20que%20atiende%20consultas%20telef%C3%B3nicas%20y%20matriculaciones%2024h%20sin%20que%20teng%C3%A1is%20que%20coger%20el%20tel%C3%A9fono.%20%C2%BFTe%20interesa%20verlo%3F,Hola Academia GB Santander - Centro de oposiciones y clases particulares en Santander 👋 Vi vuestra academia en Santander. Tengo una IA que atiende consultas telefónicas y matriculaciones 24h sin que tengáis que coger el teléfono. ¿Te interesa verlo?,,,
Alpe Formación,academia,Santander,942 22 89 09,"Pje. de Peña, 1, 39008 Santander, Cantabria, España",4.4,132,http://www.alpeformacion.es/,https://maps.google.com/?cid=8671898041397080060,https://wa.me/34942228909?text=Hola%20Alpe%20Formaci%C3%B3n%20%F0%9F%91%8B%20Vi%20vuestra%20academia%20en%20Santander.%20Tengo%20una%20IA%20que%20atiende%20consultas%20telef%C3%B3nicas%20y%20matriculaciones%2024h%20sin%20que%20teng%C3%A1is%20que%20coger%20el%20tel%C3%A9fono.%20%C2%BFTe%20interesa%20verlo%3F,Hola Alpe Formación 👋 Vi vuestra academia en Santander. Tengo una IA que atiende consultas telefónicas y matriculaciones 24h sin que tengáis que coger el teléfono. ¿Te interesa verlo?,,,
Campus Training | Centro de Formación en Santander,academia,Santander,942 13 80 10,"Calle Juan de Herrera, 22, entresuelo derecha Entresuelo, 39002 Santander, Cantabria, España",4.5,257,https://www.campustraining.es/?utm_source=gmb&utm_medium=organic&utm_campaign=campus_organic_es_gmb&MLL=11879,https://maps.google.com/?cid=6797323624398055816,https://wa.me/34942138010?text=Hola%20Campus%20Training%20%7C%20Centro%20de%20Formaci%C3%B3n%20en%20Santander%20%F0%9F%91%8B%20Vi%20vuestra%20academia%20en%20Santander.%20Tengo%20una%20IA%20que%20atiende%20consultas%20telef%C3%B3nicas%20y%20matriculaciones%2024h%20sin%20que%20teng%C3%A1is%20que%20coger%20el%20tel%C3%A9fono.%20%C2%BFTe%20interesa%20verlo%3F,Hola Campus Training | Centro de Formación en Santander 👋 Vi vuestra academia en Santander. Tengo una IA que atiende consultas telefónicas y matriculaciones 24h sin que tengáis que coger el teléfono. ¿Te interesa verlo?,,,
Academia Ideas,academia,Santander,699 61 28 06,"C. María Cristina, 1F, 39001 Santander, Cantabria, España",5,39,http://www.academiaideas.es/,https://maps.google.com/?cid=7141841976011318273,https://wa.me/34699612806?text=Hola%20Academia%20Ideas%20%F0%9F%91%8B%20Vi%20vuestra%20academia%20en%20Santander.%20Tengo%20una%20IA%20que%20atiende%20consultas%20telef%C3%B3nicas%20y%20matriculaciones%2024h%20sin%20que%20teng%C3%A1is%20que%20coger%20el%20tel%C3%A9fono.%20%C2%BFTe%20interesa%20verlo%3F,Hola Academia Ideas 👋 Vi vuestra academia en Santander. Tengo una IA que atiende consultas telefónicas y matriculaciones 24h sin que tengáis que coger el teléfono. ¿Te interesa verlo?,,,
"Academia de Oposiciones, Cursos y FP Davante MasterD | Santander",academia,Santander,942 06 04 15,"C. Floranes, 58, 39007 Santander, Cantabria, España",4.5,149,https://www.masterd.es/delegaciones/santander/1800?piloto=773&utm_source=google&utm_medium=organic&utm_campaign=gmb,https://maps.google.com/?cid=321513803564466532,https://wa.me/34942060415?text=Hola%20Academia%20de%20Oposiciones%2C%20Cursos%20y%20FP%20Davante%20MasterD%20%7C%20Santander%20%F0%9F%91%8B%20Vi%20vuestra%20academia%20en%20Santander.%20Tengo%20una%20IA%20que%20atiende%20consultas%20telef%C3%B3nicas%20y%20matriculaciones%2024h%20sin%20que%20teng%C3%A1is%20que%20coger%20el%20tel%C3%A9fono.%20%C2%BFTe%20interesa%20verlo%3F,"Hola Academia de Oposiciones, Cursos y FP Davante MasterD | Santander 👋 Vi vuestra academia en Santander. Tengo una IA que atiende consultas telefónicas y matriculaciones 24h sin que tengáis que coger el teléfono. ¿Te interesa verlo?",,,
Fermin Peluqueros,peluquería,Oviedo,644 23 69 07,"C. Ing. Marquina, 9, Bajo, 33004 Oviedo, Asturias, España",4.8,1021,https://www.ferminpeluqueros.com/peluqueria-cerca-de-mi/,https://maps.google.com/?cid=16684806774207135231,https://wa.me/34644236907?text=Hola%20Fermin%20Peluqueros%20%F0%9F%91%8B%20Vi%20vuestra%20peluquer%C3%ADa%20en%20Oviedo.%20Tengo%20una%20soluci%C3%B3n%20de%20IA%20que%20atiende%20reservas%20telef%C3%B3nicas%2024h%20sin%20que%20tengas%20que%20coger%20el%20tel%C3%A9fono%20t%C3%BA%20(o%20tu%20equipo).%20%C2%BFTe%20cuento%20en%205%20minutos%20c%C3%B3mo%20funciona%3F,Hola Fermin Peluqueros 👋 Vi vuestra peluquería en Oviedo. Tengo una solución de IA que atiende reservas telefónicas 24h sin que tengas que coger el teléfono tú (o tu equipo). ¿Te cuento en 5 minutos cómo funciona?,,,
Salón Miguel Ángel,peluquería,Oviedo,985 22 69 59,"C. Cimadevilla, 15, 1•B, 33003 Oviedo, Asturias, España",5,1031,https://salonmiguelangel.com/?fbclid=PAAaZc98d3trChRGu60rSX-JSzZ5fOESVPt_kF8qxhDSgBBCkr-OcXHOnoJIw_aem_AcqTd1pumbWwED6sl8OF0oY-bys8KgCZk5Ny6Y9mZQsbtcpOOaUvCpHzxZQijwFfxFk,https://maps.google.com/?cid=4992175218018727213,https://wa.me/34985226959?text=Hola%20Sal%C3%B3n%20Miguel%20%C3%81ngel%20%F0%9F%91%8B%20Vi%20vuestra%20peluquer%C3%ADa%20en%20Oviedo.%20Tengo%20una%20soluci%C3%B3n%20de%20IA%20que%20atiende%20reservas%20telef%C3%B3nicas%2024h%20sin%20que%20tengas%20que%20coger%20el%20tel%C3%A9fono%20t%C3%BA%20(o%20tu%20equipo).%20%C2%BFTe%20cuento%20en%205%20minutos%20c%C3%B3mo%20funciona%3F,Hola Salón Miguel Ángel 👋 Vi vuestra peluquería en Oviedo. Tengo una solución de IA que atiende reservas telefónicas 24h sin que tengas que coger el teléfono tú (o tu equipo). ¿Te cuento en 5 minutos cómo funciona?,,,
Blue Estilistas,peluquería,Oviedo,984 03 56 14,"Av. Fundación Príncipe de Asturias, Nº14, 33004 Oviedo, Asturias, España",4.7,401,http://blueestilistas.com/,https://maps.google.com/?cid=3874667690742480999,https://wa.me/34984035614?text=Hola%20Blue%20Estilistas%20%F0%9F%91%8B%20Vi%20vuestra%20peluquer%C3%ADa%20en%20Oviedo.%20Tengo%20una%20soluci%C3%B3n%20de%20IA%20que%20atiende%20reservas%20telef%C3%B3nicas%2024h%20sin%20que%20tengas%20que%20coger%20el%20tel%C3%A9fono%20t%C3%BA%20(o%20tu%20equipo).%20%C2%BFTe%20cuento%20en%205%20minutos%20c%C3%B3mo%20funciona%3F,Hola Blue Estilistas 👋 Vi vuestra peluquería en Oviedo. Tengo una solución de IA que atiende reservas telefónicas 24h sin que tengas que coger el teléfono tú (o tu equipo). ¿Te cuento en 5 minutos cómo funciona?,,,
Ana Valdes hair & beauty,peluquería,Oviedo,985 28 93 66,"C. Ciudades Unidas, 16-18, bajo, 33011 Oviedo, Asturias, España",5,1069,http://www.anavaldespeluqueros.es/,https://maps.google.com/?cid=13190098837829846451,https://wa.me/34985289366?text=Hola%20Ana%20Valdes%20hair%20%26%20beauty%20%F0%9F%91%8B%20Vi%20vuestra%20peluquer%C3%ADa%20en%20Oviedo.%20Tengo%20una%20soluci%C3%B3n%20de%20IA%20que%20atiende%20reservas%20telef%C3%B3nicas%2024h%20sin%20que%20tengas%20que%20coger%20el%20tel%C3%A9fono%20t%C3%BA%20(o%20tu%20equipo).%20%C2%BFTe%20cuento%20en%205%20minutos%20c%C3%B3mo%20funciona%3F,Hola Ana Valdes hair & beauty 👋 Vi vuestra peluquería en Oviedo. Tengo una solución de IA que atiende reservas telefónicas 24h sin que tengas que coger el teléfono tú (o tu equipo). ¿Te cuento en 5 minutos cómo funciona?,,,
Peluquería llongueras Oviedo,peluquería,Oviedo,984 99 30 55,"C. Plácido Arango, 2, bajo, 33004 Oviedo, Asturias, España",4.9,420,,https://maps.google.com/?cid=1991521746970407748,https://wa.me/34984993055?text=Hola%20Peluquer%C3%ADa%20llongueras%20Oviedo%20%F0%9F%91%8B%20Vi%20vuestra%20peluquer%C3%ADa%20en%20Oviedo.%20Tengo%20una%20soluci%C3%B3n%20de%20IA%20que%20atiende%20reservas%20telef%C3%B3nicas%2024h%20sin%20que%20tengas%20que%20coger%20el%20tel%C3%A9fono%20t%C3%BA%20(o%20tu%20equipo).%20%C2%BFTe%20cuento%20en%205%20minutos%20c%C3%B3mo%20funciona%3F,Hola Peluquería llongueras Oviedo 👋 Vi vuestra peluquería en Oviedo. Tengo una solución de IA que atiende reservas telefónicas 24h sin que tengas que coger el teléfono tú (o tu equipo). ¿Te cuento en 5 minutos cómo funciona?,,,
Clínica Sicilia | Clínica Dental en Oviedo,clínica dental,Oviedo,985 25 36 22,"Calle de, C. Ventura Rodríguez, 6, bajo, 33004 Oviedo, Asturias, España",4.8,373,http://www.clinicasicilia.es/,https://maps.google.com/?cid=100150797884949759,https://wa.me/34985253622?text=Hola%20Cl%C3%ADnica%20Sicilia%20%7C%20Cl%C3%ADnica%20Dental%20en%20Oviedo%20%F0%9F%91%8B%20Trabajo%20con%20cl%C3%ADnicas%20dentales%20en%20Oviedo%20para%20automatizar%20la%20recepci%C3%B3n%20telef%C3%B3nica%20con%20IA.%20Citas%2C%20confirmaciones%20y%20cancelaciones%20sin%20coste%20de%20personal%20extra.%20%C2%BFTienes%205%20minutos%20para%20verlo%3F,"Hola Clínica Sicilia | Clínica Dental en Oviedo 👋 Trabajo con clínicas dentales en Oviedo para automatizar la recepción telefónica con IA. Citas, confirmaciones y cancelaciones sin coste de personal extra. ¿Tienes 5 minutos para verlo?",,,
Clínica Dental Bousoño Vargas,clínica dental,Oviedo,984 28 35 55,"C. Real Oviedo, 1, 33013 Oviedo, Asturias, España",4.8,431,https://bousonovargas.es/,https://maps.google.com/?cid=3081025358912174041,https://wa.me/34984283555?text=Hola%20Cl%C3%ADnica%20Dental%20Bouso%C3%B1o%20Vargas%20%F0%9F%91%8B%20Trabajo%20con%20cl%C3%ADnicas%20dentales%20en%20Oviedo%20para%20automatizar%20la%20recepci%C3%B3n%20telef%C3%B3nica%20con%20IA.%20Citas%2C%20confirmaciones%20y%20cancelaciones%20sin%20coste%20de%20personal%20extra.%20%C2%BFTienes%205%20minutos%20para%20verlo%3F,"Hola Clínica Dental Bousoño Vargas 👋 Trabajo con clínicas dentales en Oviedo para automatizar la recepción telefónica con IA. Citas, confirmaciones y cancelaciones sin coste de personal extra. ¿Tienes 5 minutos para verlo?",,,
Clínica dental en Oviedo | Clínica Prado de la Vega,clínica dental,Oviedo,984 50 53 74,"C. Julio Álvarez Mendo, 18, 33011 Oviedo, Asturias, España",4.9,74,https://clinicapradodelavega.com/,https://maps.google.com/?cid=8717923305549710507,https://wa.me/34984505374?text=Hola%20Cl%C3%ADnica%20dental%20en%20Oviedo%20%7C%20Cl%C3%ADnica%20Prado%20de%20la%20Vega%20%F0%9F%91%8B%20Trabajo%20con%20cl%C3%ADnicas%20dentales%20en%20Oviedo%20para%20automatizar%20la%20recepci%C3%B3n%20telef%C3%B3nica%20con%20IA.%20Citas%2C%20confirmaciones%20y%20cancelaciones%20sin%20coste%20de%20personal%20extra.%20%C2%BFTienes%205%20minutos%20para%20verlo%3F,"Hola Clínica dental en Oviedo | Clínica Prado de la Vega 👋 Trabajo con clínicas dentales en Oviedo para automatizar la recepción telefónica con IA. Citas, confirmaciones y cancelaciones sin coste de personal extra. ¿Tienes 5 minutos para verlo?",,,
Centro Dental Elorza. Dres. Mª José Álvarez y Pablo G. Álvarez,clínica dental,Oviedo,985 11 11 61,"C/ del Gral. Elorza, 21, 1ºE, 33001 Oviedo, Asturias, España",5,205,https://clinicadentaloviedo.es/,https://maps.google.com/?cid=5941726322116765630,https://wa.me/34985111161?text=Hola%20Centro%20Dental%20Elorza.%20Dres.%20M%C2%AA%20Jos%C3%A9%20%C3%81lvarez%20y%20Pablo%20G.%20%C3%81lvarez%20%F0%9F%91%8B%20Trabajo%20con%20cl%C3%ADnicas%20dentales%20en%20Oviedo%20para%20automatizar%20la%20recepci%C3%B3n%20telef%C3%B3nica%20con%20IA.%20Citas%2C%20confirmaciones%20y%20cancelaciones%20sin%20coste%20de%20personal%20extra.%20%C2%BFTienes%205%20minutos%20para%20verlo%3F,"Hola Centro Dental Elorza. Dres. Mª José Álvarez y Pablo G. Álvarez 👋 Trabajo con clínicas dentales en Oviedo para automatizar la recepción telefónica con IA. Citas, confirmaciones y cancelaciones sin coste de personal extra. ¿Tienes 5 minutos para verlo?",,,
Clínica Dental Del Corte | Dentista Oviedo,clínica dental,Oviedo,985 23 58 53,"C. Mieres, nº 1, Local 3, 33006 Oviedo, Asturias, España",4.9,147,https://clinicadelcorte.com/,https://maps.google.com/?cid=6357902713403276628,https://wa.me/34985235853?text=Hola%20Cl%C3%ADnica%20Dental%20Del%20Corte%20%7C%20Dentista%20Oviedo%20%F0%9F%91%8B%20Trabajo%20con%20cl%C3%ADnicas%20dentales%20en%20Oviedo%20para%20automatizar%20la%20recepci%C3%B3n%20telef%C3%B3nica%20con%20IA.%20Citas%2C%20confirmaciones%20y%20cancelaciones%20sin%20coste%20de%20personal%20extra.%20%C2%BFTienes%205%20minutos%20para%20verlo%3F,"Hola Clínica Dental Del Corte | Dentista Oviedo 👋 Trabajo con clínicas dentales en Oviedo para automatizar la recepción telefónica con IA. Citas, confirmaciones y cancelaciones sin coste de personal extra. ¿Tienes 5 minutos para verlo?",,,
Sidrería El Gato Negro,restaurante,Oviedo,984 08 75 11,"Pl. Trascorrales, 17, 33009 Oviedo, Asturias, España",4.7,5630,https://www.sidreriaelgatonegro.com/,https://maps.google.com/?cid=15353321268767962968,https://wa.me/34984087511?text=Hola%20Sidrer%C3%ADa%20El%20Gato%20Negro%20%F0%9F%91%8B%20Os%20vi%20en%20Oviedo%20y%20me%20surgi%C3%B3%20una%20idea%3A%20%C2%BFy%20si%20vuestra%20IA%20atendiera%20las%20reservas%20telef%C3%B3nicas%20de%20noche%2Ffin%20de%20semana%20sin%20perder%20ninguna%20llamada%3F%20Sin%20apps%2C%20sin%20cambios.%20%C2%BFHablamos%3F,"Hola Sidrería El Gato Negro 👋 Os vi en Oviedo y me surgió una idea: ¿y si vuestra IA atendiera las reservas telefónicas de noche/fin de semana sin perder ninguna llamada? Sin apps, sin cambios. ¿Hablamos?",,,
Restaurante Casa Lobato,restaurante,Oviedo,985 29 30 99,"Av. de los Monumentos, 65, 33012 Oviedo, Asturias, España",4.7,1582,http://www.casalobato.es/,https://maps.google.com/?cid=9120356317610340987,https://wa.me/34985293099?text=Hola%20Restaurante%20Casa%20Lobato%20%F0%9F%91%8B%20Os%20vi%20en%20Oviedo%20y%20me%20surgi%C3%B3%20una%20idea%3A%20%C2%BFy%20si%20vuestra%20IA%20atendiera%20las%20reservas%20telef%C3%B3nicas%20de%20noche%2Ffin%20de%20semana%20sin%20perder%20ninguna%20llamada%3F%20Sin%20apps%2C%20sin%20cambios.%20%C2%BFHablamos%3F,"Hola Restaurante Casa Lobato 👋 Os vi en Oviedo y me surgió una idea: ¿y si vuestra IA atendiera las reservas telefónicas de noche/fin de semana sin perder ninguna llamada? Sin apps, sin cambios. ¿Hablamos?",,,
Restaurante El Fartuquin,restaurante,Oviedo,985 22 99 71,"C. Carpio, 19, 33009 Oviedo, Asturias, España",4.5,3052,https://elfartuquin.es/,https://maps.google.com/?cid=3894991436548064213,https://wa.me/34985229971?text=Hola%20Restaurante%20El%20Fartuquin%20%F0%9F%91%8B%20Os%20vi%20en%20Oviedo%20y%20me%20surgi%C3%B3%20una%20idea%3A%20%C2%BFy%20si%20vuestra%20IA%20atendiera%20las%20reservas%20telef%C3%B3nicas%20de%20noche%2Ffin%20de%20semana%20sin%20perder%20ninguna%20llamada%3F%20Sin%20apps%2C%20sin%20cambios.%20%C2%BFHablamos%3F,"Hola Restaurante El Fartuquin 👋 Os vi en Oviedo y me surgió una idea: ¿y si vuestra IA atendiera las reservas telefónicas de noche/fin de semana sin perder ninguna llamada? Sin apps, sin cambios. ¿Hablamos?",,,
La Corte de Pelayo,restaurante,Oviedo,985 21 31 45,"Calle San Francisco, C. Fruela, 21 Esquina, 33003 Oviedo, Asturias, España",4.5,3131,https://lacortedepelayo.com/,https://maps.google.com/?cid=12036124100008616943,https://wa.me/34985213145?text=Hola%20La%20Corte%20de%20Pelayo%20%F0%9F%91%8B%20Os%20vi%20en%20Oviedo%20y%20me%20surgi%C3%B3%20una%20idea%3A%20%C2%BFy%20si%20vuestra%20IA%20atendiera%20las%20reservas%20telef%C3%B3nicas%20de%20noche%2Ffin%20de%20semana%20sin%20perder%20ninguna%20llamada%3F%20Sin%20apps%2C%20sin%20cambios.%20%C2%BFHablamos%3F,"Hola La Corte de Pelayo 👋 Os vi en Oviedo y me surgió una idea: ¿y si vuestra IA atendiera las reservas telefónicas de noche/fin de semana sin perder ninguna llamada? Sin apps, sin cambios. ¿Hablamos?",,,
